player;age;height;nationality;position;value;games;minutes;goals;assists;crosses;tackles;pressures;blocks;touches;fouls;fouled;offsides;own goals;ball recoveries;saves;squad;Season;league;Attendance;games starts;passes completed;sca;gca;dribbles completed;pens won;goals against gk;shots on target against;CLBestScorer;cards yellow;shots total;LgRk;MP;W;D;L;GF;GA;Pts;CL;WinCL
Gary Cahill;31;193;United Kingdom;Defender;15000000;27;2086;0;0;0;30;139;36;1524;17;18;0;0;281;0;Chelsea;01/01/2017;Premier League;41282;24;1149;6;1;3;0;0;0;No;1;9;5;38;21;7;10;62;38;70;No;No
Lys Mousset;21;184;France;Forward;4000000;23;596;2;0;7;5;153;7;296;11;10;0;0;51;0;Bournemouth;01/01/2017;Premier League;10641;4;105;11;1;19;0;0;0;No;1;22;12;38;11;11;16;45;61;44;No;No
Marc Pugh;30;180;United Kingdom;Midfield;1500000;20;985;0;0;27;7;145;18;630;7;10;2;0;80;0;Bournemouth;01/01/2017;Premier League;10641;11;374;17;1;15;0;0;0;No;2;19;12;38;11;11;16;45;61;44;No;No
Adam Smith;26;174;United Kingdom;Defender;5000000;27;2071;1;3;34;51;339;67;1393;23;39;1;0;238;0;Bournemouth;01/01/2017;Premier League;10641;22;859;41;5;21;0;0;0;No;6;12;12;38;11;11;16;45;61;44;No;No
Junior Stanislas;27;183;United Kingdom;Midfield;4500000;19;1286;5;2;29;15;212;26;732;6;2;1;0;103;0;Bournemouth;01/01/2017;Premier League;10641;17;403;52;6;21;0;0;0;No;1;44;12;38;11;11;16;45;61;44;No;No
Youri Tielemans;20;176;Belgium;Midfield;20000000;27;1568;0;1;11;35;321;29;1041;36;26;0;0;196;0;Monaco;01/01/2017;Ligue 1;9243;18;660;57;8;19;0;0;0;No;1;25;2;38;24;8;6;85;45;80;Yes;No
Callum Wilson;25;180;United Kingdom;Forward;10000000;28;1981;8;2;13;11;418;20;693;37;36;21;0;88;0;Bournemouth;01/01/2017;Premier League;10641;23;298;43;7;25;0;0;0;No;0;51;12;38;11;11;16;45;61;44;No;No
Sam Baldock;28;170;United Kingdom;Forward;3000000;2;32;0;0;2;0;4;0;10;0;0;0;0;0;0;Brighton;01/01/2017;Premier League;30403;0;4;1;0;0;0;0;0;No;0;0;15;38;9;13;16;34;54;40;No;No
Gaëtan Bong;29;183;Cameroon;Defender;1500000;25;2236;0;0;34;36;275;48;1276;16;14;0;1;236;0;Brighton;01/01/2017;Premier League;30403;25;698;19;0;9;0;0;0;No;2;4;15;38;9;13;16;34;54;40;No;No
Izzy Brown;20;182;United Kingdom;Midfield;5000000;13;311;0;0;6;5;47;7;170;3;3;1;0;23;0;Brighton;01/01/2017;Premier League;30403;4;90;9;0;6;0;0;0;No;0;2;15;38;9;13;16;34;54;40;No;No
Bruno;36;180;Spain;Defender;75000;25;2016;0;0;37;26;119;44;1359;19;9;0;0;204;0;Brighton;01/01/2017;Premier League;30403;23;917;22;2;13;0;0;0;No;3;2;15;38;9;13;16;34;54;40;No;No
Mamadou Sakho;27;187;France;Defender;15000000;19;1600;1;2;0;25;78;27;902;3;9;0;0;238;0;Crystal Palace;01/01/2017;Premier League;25063;18;608;2;2;2;0;0;0;No;1;3;11;38;11;11;16;45;55;44;No;No
Eliaquim Mangala;26;187;France;Defender;15000000;2;134;0;0;0;1;10;2;86;1;0;0;0;19;0;Everton;01/01/2017;Premier League;38797;2;58;0;0;1;0;0;0;No;0;1;8;38;13;10;15;44;58;49;No;No
Djené;25;178;Togo;Defender;15000000;36;3238;1;0;9;70;313;45;1387;52;26;1;0;513;0;Getafe;01/01/2017;La Liga;10318;36;717;12;2;30;1;0;0;No;9;12;8;38;15;10;13;42;33;55;No;No
Renato Sanches;19;176;Portugal;Midfield;20000000;12;702;0;0;17;11;169;13;513;9;20;0;0;65;0;Swansea City;01/01/2017;Premier League;20623;9;323;13;1;27;0;0;0;No;1;12;18;38;8;9;21;28;56;33;No;No
Tomer Hemed;30;182;Israel;Forward;2500000;16;849;2;2;6;5;156;10;351;10;13;7;0;35;0;Brighton;01/01/2017;Premier League;30403;9;156;7;2;3;0;0;0;No;0;17;15;38;9;13;16;34;54;40;No;No
Niklas Stark;22;190;Germany;Defender;15000000;26;2210;1;1;3;42;304;47;1368;26;29;0;1;239;0;Hertha BSC;01/01/2017;Bundesliga;45319;25;844;8;2;6;0;0;0;No;2;12;10;34;10;13;11;43;46;43;No;No
José Izquierdo;25;171;Colombia;Midfield;14000000;32;1984;5;3;20;30;257;18;782;20;13;14;0;155;0;Brighton;01/01/2017;Premier League;30403;23;420;61;10;25;2;0;0;No;2;54;15;38;9;13;16;34;54;40;No;No
Manu Trigueros;25;178;Spain;Midfield;20000000;34;2690;3;4;42;56;536;49;2132;38;43;1;0;240;0;Villarreal;01/01/2017;La Liga;16731;32;1564;81;8;29;0;0;0;No;10;28;5;38;18;7;13;57;50;61;No;No
Anthony Knockaert;25;172;France;Midfield;8000000;33;2421;3;1;55;36;474;40;1373;22;23;8;0;200;0;Brighton;01/01/2017;Premier League;30403;27;841;78;8;56;0;0;0;No;4;45;15;38;9;13;16;34;54;40;No;No
Jürgen Locadia;23;185;Netherlands;Forward;15000000;6;224;1;1;1;0;50;1;72;2;4;2;0;8;0;Brighton;01/01/2017;Premier League;30403;3;35;5;1;1;0;0;0;No;0;5;15;38;9;13;16;34;54;40;No;No
Solly March;23;180;United Kingdom;Midfield;5000000;36;1851;1;1;68;52;381;55;1041;29;23;7;0;173;0;Brighton;01/01/2017;Premier League;30403;18;519;37;5;46;1;0;0;No;3;30;15;38;9;13;16;34;54;40;No;No
Glenn Murray;33;186;United Kingdom;Forward;3000000;35;2192;12;0;8;14;470;16;928;60;50;36;0;102;0;Brighton;01/01/2017;Premier League;30403;25;374;33;5;3;3;0;0;No;9;48;15;38;9;13;16;34;54;40;No;No
Mahmoud Dahoud;21;178;Germany;Midfield;18000000;23;1146;0;4;4;34;287;18;824;31;9;0;0;122;0;Dortmund;01/01/2017;Bundesliga;79496;11;568;37;8;18;0;0;0;No;4;27;4;34;15;10;9;64;47;55;Yes;No
Liam Rosenior;33;178;United Kingdom;Defender;1000000;3;164;0;0;0;4;21;4;110;1;0;0;0;13;0;Brighton;01/01/2017;Premier League;30403;1;60;1;0;0;0;0;0;No;0;2;15;38;9;13;16;34;54;40;No;No
Mathew Ryan;25;184;Australia;Goalkeeper;8000000;38;3420;0;0;0;0;1;0;1163;0;1;0;0;169;120;Brighton;01/01/2017;Premier League;30403;38;501;0;0;0;0;54;170;No;0;0;15;38;9;13;16;34;54;40;No;No
Ezequiel Schelotto;28;187;Italy;Defender;4500000;20;1318;0;0;28;22;144;19;752;8;11;0;0;139;0;Brighton;01/01/2017;Premier League;30403;15;441;13;0;12;0;0;0;No;3;7;15;38;9;13;16;34;54;40;No;No
Jordan Veretout;24;177;France;Midfield;18000000;36;3209;8;1;38;71;654;55;2515;41;30;0;0;387;0;Fiorentina;01/01/2017;Serie A;26092;36;1755;129;11;39;0;0;0;No;10;60;8;38;16;9;13;54;46;57;No;No
Markus Suttner;30;179;Austria;Defender;2500000;14;1179;0;0;32;25;139;27;697;5;2;0;0;122;0;Brighton;01/01/2017;Premier League;30403;13;431;12;0;2;0;0;0;No;0;4;15;38;9;13;16;34;54;40;No;No
Leonardo Ulloa;31;188;Argentina;Forward;5000000;10;267;1;0;1;3;59;3;23;1;0;0;0;2;0;Brighton;01/01/2017;Premier League;30403;2;87;8;0;1;0;0;0;No;0;2;15;38;9;13;16;34;54;40;No;No
Kevin Kampl;26;178;Slovenia;Midfield;18000000;1;30;0;0;1;1;4;0;1492;30;21;7;0;226;0;Leverkusen;01/01/2017;Bundesliga;28415;0;28;2;0;29;0;0;0;No;0;1;5;34;15;10;9;58;44;55;No;No
Ashley Barnes;27;186;United Kingdom;Forward;8000000;36;2165;9;0;17;12;468;36;827;53;71;26;0;107;0;Burnley;01/01/2017;Premier League;20688;21;306;48;5;16;0;0;0;No;10;63;7;38;14;12;12;36;39;54;No;No
Robbie Brady;25;176;United Kingdom;Midfield;10000000;15;1277;1;2;55;28;250;20;736;20;12;3;0;106;0;Burnley;01/01/2017;Premier League;20688;15;354;52;5;18;0;0;0;No;3;24;7;38;14;12;12;36;39;54;No;No
Jack Cork;28;185;United Kingdom;Midfield;15000000;38;3420;2;1;10;49;770;54;1977;23;53;2;0;503;0;Burnley;01/01/2017;Premier League;20688;38;1268;56;5;26;0;0;0;No;7;16;7;38;14;12;12;36;39;54;No;No
Morgan Sanson;22;180;France;Midfield;18000000;33;2165;9;2;53;47;520;35;1404;45;60;7;0;171;0;Marseille;01/01/2017;Ligue 1;46040;25;817;71;8;24;1;0;0;No;8;52;4;38;22;11;5;80;47;77;No;No
Tom Heaton;31;188;United Kingdom;Goalkeeper;4000000;4;305;0;0;0;0;0;0;106;0;0;0;0;20;9;Burnley;01/01/2017;Premier League;20688;4;52;0;0;0;0;4;13;No;0;0;7;38;14;12;12;36;39;54;No;No
Kevin Kampl;26;178;Slovenia;Midfield;18000000;26;2019;1;3;29;41;398;44;35;0;0;0;0;6;0;RB Leipzig;01/01/2017;Bundesliga;39397;22;1036;81;10;0;0;0;0;No;3;29;6;34;15;8;11;57;53;53;No;No
Aaron Lennon;30;165;United Kingdom;Midfield;5000000;14;1118;0;2;16;20;212;25;414;12;12;1;0;62;0;Burnley;01/01/2017;Premier League;20688;13;202;20;3;15;0;0;0;No;2;10;7;38;14;12;12;36;39;54;No;No
Sven Bender;28;186;Germany;Defender;15000000;29;2345;2;0;3;43;263;64;1878;19;18;2;0;337;0;Leverkusen;01/01/2017;Bundesliga;28415;29;1363;24;2;8;0;0;0;No;0;15;5;34;15;10;9;58;44;55;No;No
Matthew Lowton;28;180;United Kingdom;Defender;5000000;26;2295;0;3;50;45;257;77;1423;19;18;1;0;267;0;Burnley;01/01/2017;Premier League;20688;25;766;25;5;11;0;0;0;No;1;4;7;38;14;12;12;36;39;54;No;No
Eliaquim Mangala;26;187;France;Defender;15000000;9;488;0;0;1;6;32;6;384;2;1;0;0;55;0;Manchester City;01/01/2017;Premier League;54070;4;308;2;1;0;0;0;0;No;0;3;1;38;32;4;2;106;27;100;Yes;No
Nabil Bentaleb;22;187;Algeria;Midfield;18000000;16;1011;4;3;4;21;197;22;656;25;7;1;0;155;0;Schalke 04;01/01/2017;Bundesliga;61197;12;438;15;6;3;0;0;0;No;3;11;2;34;18;9;7;53;37;63;Yes;No
Nick Pope;25;198;United Kingdom;Goalkeeper;10000000;35;3115;0;0;0;0;1;0;1223;1;2;0;0;197;117;Burnley;01/01/2017;Premier League;20688;34;441;9;0;0;0;35;149;No;3;0;7;38;14;12;12;36;39;54;No;No
Jamaal Lascelles;23;188;United Kingdom;Defender;15000000;33;2928;3;0;3;35;150;50;1508;16;12;0;0;413;0;Newcastle Utd;01/01/2017;Premier League;51992;32;892;9;0;9;0;0;0;No;5;14;10;38;12;8;18;39;47;44;No;No
Charlie Taylor;23;176;United Kingdom;Defender;5000000;11;950;0;0;20;18;130;29;569;7;12;0;0;130;0;Burnley;01/01/2017;Premier League;20688;10;303;12;0;12;0;0;0;No;3;0;7;38;14;12;12;36;39;54;No;No
Sam Vokes;27;186;United Kingdom;Forward;6000000;30;998;4;1;0;2;132;18;400;20;17;13;0;41;0;Burnley;01/01/2017;Premier League;20688;7;141;15;2;2;0;0;0;No;3;36;7;38;14;12;12;36;39;54;No;No
Jonathan Walters;33;183;United Kingdom;Forward;2000000;3;39;0;0;0;0;7;0;20;0;1;0;0;2;0;Burnley;01/01/2017;Premier League;20688;0;4;0;0;0;0;0;0;No;0;1;7;38;14;12;12;36;39;54;No;No
Stephen Ward;31;184;United Kingdom;Defender;3000000;28;2460;1;1;54;35;295;68;1530;11;28;3;0;268;0;Burnley;01/01/2017;Premier League;20688;28;845;25;3;6;0;0;0;No;1;5;7;38;14;12;12;36;39;54;No;No
Nahki Wells;27;170;Bermuda;Forward;4500000;9;55;0;0;1;1;16;0;34;4;0;0;0;9;0;Burnley;01/01/2017;Premier League;20688;0;18;0;0;2;0;0;0;No;0;3;7;38;14;12;12;36;39;54;No;No
Ashley Westwood;27;174;United Kingdom;Midfield;4000000;19;1111;0;1;6;14;230;22;687;13;11;0;0;165;0;Burnley;01/01/2017;Premier League;20688;12;469;13;2;2;0;0;0;No;2;8;7;38;14;12;12;36;39;54;No;No
Enzo Crivelli;22;184;France;Forward;4000000;11;726;2;1;1;1;138;5;213;16;11;3;0;34;0;Caen;01/01/2017;Ligue 1;17188;9;85;12;2;4;1;0;0;No;2;8;16;38;10;8;20;27;52;38;No;No
Malang Sarr;18;182;France;Defender;15000000;21;1322;0;0;6;20;106;23;1179;11;15;0;0;124;0;Nice;01/01/2017;Ligue 1;22876;13;933;13;0;5;0;0;0;No;1;9;8;38;15;9;14;53;52;54;No;No
James Ward-Prowse;22;177;United Kingdom;Forward;18000000;30;1716;3;3;87;26;332;42;1086;18;13;0;0;152;0;Southampton;01/01/2017;Premier League;30794;20;639;47;6;9;0;0;0;No;3;28;17;38;7;15;16;37;56;36;No;No
Joe Allen;27;168;United Kingdom;Midfield;18000000;36;3139;2;6;22;89;716;67;1778;49;49;0;0;437;0;Stoke City;01/01/2017;Premier League;29280;36;1080;70;11;47;0;0;0;No;8;23;19;38;7;12;19;35;68;33;No;No
Willi Orban;24;186;Hungary;Defender;15000000;26;2126;3;0;4;44;183;58;1645;27;32;3;0;358;0;RB Leipzig;01/01/2017;Bundesliga;39397;25;1116;10;0;4;0;0;0;No;5;12;6;34;15;8;11;57;53;53;No;No
Joris Gnagnon;20;182;France;Defender;15000000;36;2918;2;2;1;37;138;42;1533;24;27;2;1;274;0;Rennes;01/01/2017;Ligue 1;23111;32;1153;10;1;4;0;0;0;No;3;30;5;38;16;10;12;50;44;58;No;No
Wesley Hoedt;23;188;Netherlands;Defender;15000000;28;2520;0;1;6;68;184;51;1664;22;16;0;0;358;0;Southampton;01/01/2017;Premier League;30794;28;1039;21;4;26;0;0;0;No;7;15;17;38;7;15;16;37;56;36;No;No
Damir Ceter;19;187;Colombia;Forward;1000000;6;199;0;0;3;2;54;3;89;3;4;1;0;11;0;Cagliari;01/01/2017;Serie A;14685;1;37;4;0;5;0;0;0;No;0;1;16;38;11;6;21;33;61;39;No;No
Luca Cigarini;31;175;Italy;Midfield;1500000;26;2024;2;3;25;58;358;44;1823;47;26;1;0;322;0;Cagliari;01/01/2017;Serie A;14685;24;1229;68;6;15;0;0;0;No;13;22;16;38;11;6;21;33;61;39;No;No
Andrea Cossu;37;170;Italy;Midfield;10000;11;243;0;1;11;1;72;2;145;5;6;0;0;23;0;Cagliari;01/01/2017;Serie A;14685;2;76;8;1;8;0;0;0;No;0;2;16;38;11;6;21;33;61;39;No;No
Alessio Cragno;23;184;Italy;Goalkeeper;9000000;29;2536;0;0;0;0;7;0;855;1;3;0;0;145;80;Cagliari;01/01/2017;Serie A;14685;29;475;4;0;0;0;47;121;No;0;0;16;38;11;6;21;33;61;39;No;No
Luca Crosta;19;190;Italy;Goalkeeper;20000;1;90;0;0;0;0;0;0;26;0;0;0;0;2;0;Cagliari;01/01/2017;Serie A;14685;1;13;0;0;0;0;3;2;No;0;0;16;38;11;6;21;33;61;39;No;No
Mousa Dembélé;30;185;Belgium;Midfield;18000000;28;1879;0;0;3;37;400;21;1594;46;28;0;0;249;0;Tottenham;01/01/2017;Premier League;67953;21;1301;47;3;59;0;0;0;No;6;11;3;38;23;8;7;74;36;77;Yes;No
Gregory van der Wiel;29;183;Netherlands;Defender;1000000;5;288;0;0;7;7;34;5;198;0;1;0;0;33;0;Cagliari;01/01/2017;Serie A;14685;3;133;2;0;4;0;0;0;No;0;1;16;38;11;6;21;33;61;39;No;No
Moussa Sissoko;27;187;France;Midfield;18000000;32;1386;1;1;26;18;251;23;1037;23;10;3;0;156;0;Tottenham;01/01/2017;Premier League;67953;15;730;45;3;19;0;0;0;No;3;20;3;38;23;8;7;74;36;77;Yes;No
Paolo Faragò;24;187;Italy;Defender;6000000;35;2457;2;4;91;103;515;56;1695;43;58;4;0;305;0;Cagliari;01/01/2017;Serie A;14685;25;867;60;9;18;1;0;0;No;2;28;16;38;11;6;21;33;61;39;No;No
Diego Farias;27;172;Brazil;Forward;3300000;28;1609;1;4;26;24;322;16;840;26;25;17;0;126;0;Cagliari;01/01/2017;Serie A;14685;14;454;40;5;34;0;0;0;No;4;42;16;38;11;6;21;33;61;39;No;No
Niccolò Giannetti;26;181;Italy;Forward;1000000;8;293;0;0;5;5;71;2;107;7;10;4;0;7;0;Cagliari;01/01/2017;Serie A;14685;3;47;7;0;3;0;0;0;No;3;5;16;38;11;6;21;33;61;39;No;No
Senna Miangue;20;192;Belgium;Midfield;1500000;11;805;0;1;35;9;102;11;490;14;3;2;0;63;0;Cagliari;01/01/2017;Serie A;14685;8;266;16;1;11;0;0;0;No;2;3;16;38;11;6;21;33;61;39;No;No
Simone Padoin;33;177;Italy;Defender;50000;37;3103;1;0;80;30;395;54;1606;22;29;2;0;253;0;Cagliari;01/01/2017;Serie A;14685;37;987;56;2;14;0;0;0;No;4;16;16;38;11;6;21;33;61;39;No;No
Leonardo Pavoletti;28;188;Italy;Forward;9000000;33;2719;11;0;5;29;452;27;1142;76;32;29;0;136;0;Cagliari;01/01/2017;Serie A;14685;31;534;43;4;8;1;0;0;No;8;87;16;38;11;6;21;33;61;39;No;No
João Pedro;25;184;Brazil;Midfield;5000000;22;1656;5;2;15;16;246;13;735;32;45;2;0;125;0;Cagliari;01/01/2017;Serie A;14685;19;364;39;2;18;0;0;0;No;6;39;16;38;11;6;21;33;61;39;No;No
Kurt Zouma;22;190;France;Defender;15000000;34;2888;1;0;8;50;233;67;1545;19;21;1;0;358;0;Stoke City;01/01/2017;Premier League;29280;32;831;20;2;19;0;0;0;No;1;20;19;38;7;12;19;35;68;33;No;No
Rafael;35;186;Brazil;Goalkeeper;80000;10;794;0;0;0;0;0;0;281;0;0;0;0;41;28;Cagliari;01/01/2017;Serie A;14685;8;142;0;0;0;0;11;39;No;1;0;16;38;11;6;21;33;61;39;No;No
Alfie Mawson;23;188;United Kingdom;Defender;15000000;38;3420;2;1;2;37;180;61;2085;19;11;1;0;438;0;Swansea City;01/01/2017;Premier League;20623;38;1388;11;1;15;0;0;0;No;3;18;18;38;8;9;21;28;56;33;No;No
Marco Sau;29;169;Italy;Forward;2000000;29;1311;2;0;9;16;238;12;561;16;25;13;0;90;0;Cagliari;01/01/2017;Serie A;14685;16;290;40;2;18;2;0;0;No;2;24;16;38;11;6;21;33;61;39;No;No
Sergio Álvarez;30;179;Spain;Goalkeeper;2000000;17;1479;0;0;0;0;2;1;599;0;5;0;0;67;50;Celta Vigo;01/01/2017;La Liga;15683;16;342;2;0;1;0;29;77;No;0;0;13;38;13;10;15;59;60;49;No;No
Iago Aspas;29;176;Spain;Forward;25000000;34;2933;22;5;52;24;606;30;1657;21;62;12;0;175;0;Celta Vigo;01/01/2017;La Liga;15683;33;971;114;15;55;1;0;0;No;9;92;13;38;13;10;15;59;60;49;No;No
Rubén Blanco;22;188;Spain;Goalkeeper;3000000;22;1941;0;0;0;0;0;1;791;4;0;0;0;69;62;Celta Vigo;01/01/2017;La Liga;15683;22;418;0;0;0;0;31;90;No;3;0;13;38;13;10;15;59;60;49;No;No
Lucas Boyé;21;183;Argentina;Forward;1500000;13;287;0;0;8;5;75;6;181;11;1;0;0;32;0;Celta Vigo;01/01/2017;La Liga;15683;2;88;7;0;10;0;0;0;No;2;8;13;38;13;10;15;59;60;49;No;No
Jeison Murillo;25;182;Colombia;Defender;15000000;17;1374;0;0;1;24;91;27;896;16;16;2;0;177;0;Valencia;01/01/2017;La Liga;38657;15;667;5;1;4;0;0;0;No;4;2;4;38;22;7;9;65;38;73;Yes;No
Jonny Evans;29;188;United Kingdom;Defender;15000000;28;2270;2;2;3;25;161;34;1218;26;27;0;1;312;0;West Brom;01/01/2017;Premier League;24520;26;765;15;2;4;0;0;0;No;7;11;20;38;6;13;19;31;56;31;No;No
Maxi Gómez;20;186;Uruguay;Forward;25000000;36;3056;17;4;16;5;410;10;932;54;93;33;0;98;0;Celta Vigo;01/01/2017;La Liga;15683;35;455;68;12;16;0;0;0;No;12;80;13;38;13;10;15;59;60;49;No;No
Calum Chambers;22;182;United Kingdom;Defender;14000000;12;866;0;0;4;17;65;27;739;10;5;0;0;145;0;Arsenal;01/01/2017;Premier League;59323;10;515;7;1;6;0;0;0;No;1;9;6;38;19;6;13;74;51;63;No;No
John Guidetti;25;185;Sweden;Forward;5000000;8;119;0;0;1;0;18;0;472;25;16;10;0;63;0;Celta Vigo;01/01/2017;La Liga;15683;0;28;6;0;13;0;0;0;No;0;5;13;38;13;10;15;59;60;49;No;No
André Gomes;24;188;Portugal;Midfield;15000000;16;640;0;0;3;14;212;11;438;13;5;3;0;56;0;Barcelona;01/01/2017;La Liga;66603;6;311;10;2;20;0;0;0;No;1;7;1;38;28;9;1;99;29;93;Yes;No
Andrew Hjulsager;22;175;Denmark;Defender;80000;2;15;0;0;1;0;8;1;9;0;0;0;0;1;0;Celta Vigo;01/01/2017;La Liga;15683;0;4;0;0;0;0;0;0;No;0;1;13;38;13;10;15;59;60;49;No;No
Stanislav Lobotka;22;172;Slovakia;Midfield;15000000;38;3062;0;0;6;52;663;46;2290;40;47;0;0;384;0;Celta Vigo;01/01/2017;La Liga;15683;34;1858;38;1;29;0;0;0;No;2;8;13;38;13;10;15;59;60;49;No;No
Hugo Mallo;26;174;Spain;Defender;12000000;34;2998;0;5;94;77;434;59;2473;45;30;6;0;394;0;Celta Vigo;01/01/2017;La Liga;15683;34;1575;54;6;19;0;0;0;No;12;23;13;38;13;10;15;59;60;49;No;No
Brais Méndez;20;184;Spain;Midfield;3500000;20;951;1;2;25;8;229;18;587;18;14;3;0;70;0;Celta Vigo;01/01/2017;La Liga;15683;12;349;27;4;10;0;0;0;No;0;22;13;38;13;10;15;59;60;49;No;No
Emre Mor;20;169;Turkey;Forward;3000000;23;679;1;1;31;9;114;14;422;9;22;2;0;41;0;Celta Vigo;01/01/2017;La Liga;15683;4;195;27;5;44;0;0;0;No;4;12;13;38;13;10;15;59;60;49;No;No
Nemanja Radoja;24;186;Serbia;Midfield;6000000;26;1111;0;0;3;17;229;6;707;10;16;1;0;125;0;Celta Vigo;01/01/2017;La Liga;15683;11;522;16;2;10;0;0;0;No;3;6;13;38;13;10;15;59;60;49;No;No
Facundo Roncaglia;30;179;Argentina;Defender;3000000;21;1511;0;0;5;28;142;31;1219;14;9;1;0;210;0;Celta Vigo;01/01/2017;La Liga;15683;17;940;10;0;9;0;0;0;No;2;5;13;38;13;10;15;59;60;49;No;No
Pione Sisto;22;172;Denmark;Forward;15000000;34;2500;5;7;56;16;556;20;1445;17;73;10;0;155;0;Celta Vigo;01/01/2017;La Liga;15683;31;876;91;16;78;0;0;0;No;2;52;13;38;13;10;15;59;60;49;No;No
Daniel Wass;28;178;Denmark;Midfield;15000000;35;2920;4;8;97;23;424;48;1954;26;53;11;0;250;0;Celta Vigo;01/01/2017;La Liga;15683;34;1250;106;16;10;0;0;0;No;3;52;13;38;13;10;15;59;60;49;No;No
Marcos Alonso;26;188;Spain;Defender;40000000;33;2855;7;2;78;46;477;64;2005;26;31;8;0;282;0;Chelsea;01/01/2017;Premier League;41282;33;1277;75;5;16;0;0;0;No;6;65;5;38;21;7;10;62;38;70;No;No
Jannik Vestergaard;24;199;Denmark;Defender;14000000;32;2880;3;0;0;52;201;58;2266;27;23;4;1;329;0;M'Gladbach;01/01/2017;Bundesliga;50986;32;1613;10;0;10;0;0;0;No;5;26;9;34;13;8;13;47;52;47;No;No
César Azpilicueta;27;178;Spain;Defender;40000000;37;3330;2;6;54;77;444;63;3174;25;13;1;1;517;0;Chelsea;01/01/2017;Premier League;41282;37;2404;59;8;4;0;0;0;No;1;14;5;38;21;7;10;62;38;70;No;No
Tiemoué Bakayoko;22;189;France;Midfield;40000000;29;2126;2;2;11;62;484;38;1389;50;24;2;0;230;0;Chelsea;01/01/2017;Premier League;41282;24;940;41;4;23;0;0;0;No;4;41;5;38;21;7;10;62;38;70;No;No
Davy Pröpper;25;185;Netherlands;Midfield;15000000;35;3119;0;4;12;67;544;69;1785;41;11;2;0;430;0;Brighton;01/01/2017;Premier League;30403;35;1093;59;6;27;0;0;0;No;2;37;15;38;9;13;16;34;54;40;No;No
Michy Batshuayi;23;184;Belgium;Forward;40000000;12;360;2;1;0;5;72;0;299;16;3;12;0;35;0;Chelsea;01/01/2017;Premier League;41282;3;65;11;2;9;0;0;0;No;0;13;5;38;21;7;10;62;38;70;No;No
Willy Caballero;35;186;Argentina;Goalkeeper;1000000;3;270;0;0;0;0;1;0;99;0;0;0;0;17;7;Chelsea;01/01/2017;Premier League;41282;3;61;0;0;0;0;4;11;No;0;0;5;38;21;7;10;62;38;70;No;No
Federico Fazio;30;195;Argentina;Defender;13000000;34;2922;2;1;6;48;220;44;2315;24;20;0;0;511;0;Roma;01/01/2017;Serie A;37450;32;1677;23;3;15;0;0;0;No;6;22;3;38;23;8;7;61;28;77;Yes;No
Thibaut Courtois;25;199;Belgium;Goalkeeper;60000000;35;3150;0;0;0;0;4;0;1131;2;3;0;0;164;73;Chelsea;01/01/2017;Premier League;41282;35;733;5;0;0;0;34;103;No;2;0;5;38;21;7;10;62;38;70;No;No
Ruben Loftus-Cheek;21;191;United Kingdom;Midfield;15000000;24;1874;2;3;12;15;375;32;1017;17;61;3;0;171;0;Crystal Palace;01/01/2017;Premier League;25063;21;582;63;8;55;0;0;0;No;1;32;11;38;11;11;16;45;55;44;No;No
Tom Davies;19;180;United Kingdom;Midfield;15000000;33;1900;2;1;10;28;383;24;965;38;43;3;0;184;0;Everton;01/01/2017;Premier League;38797;20;537;25;5;16;0;0;0;No;7;21;8;38;13;10;15;44;58;49;No;No
Olivier Giroud;30;193;France;Forward;18000000;13;613;3;1;2;4;138;1;182;13;2;2;0;15;0;Chelsea;01/01/2017;Premier League;41282;6;142;21;1;2;0;0;0;No;0;29;5;38;21;7;10;62;38;70;No;No
Eden Hazard;26;175;Belgium;Forward;110000000;34;2422;12;4;59;7;223;10;1770;13;82;16;0;166;0;Chelsea;01/01/2017;Premier League;41282;28;1171;174;16;101;1;0;0;No;2;67;5;38;21;7;10;62;38;70;No;No
Davy Klaassen;24;179;Netherlands;Midfield;15000000;7;251;0;0;1;2;58;3;118;5;2;1;0;25;0;Everton;01/01/2017;Premier League;38797;3;76;3;0;0;0;0;0;No;0;1;8;38;13;10;15;44;58;49;No;No
Juan Jesus;26;185;Brazil;Defender;13000000;22;1658;0;0;6;40;160;32;1336;19;9;1;0;199;0;Roma;01/01/2017;Serie A;37450;18;1030;10;0;4;0;0;0;No;4;2;3;38;23;8;7;61;28;77;Yes;No
Álvaro Morata;24;187;Spain;Forward;65000000;31;2061;11;6;13;9;268;16;930;41;43;30;0;83;0;Chelsea;01/01/2017;Premier League;41282;24;406;81;10;30;0;0;0;No;7;83;5;38;21;7;10;62;38;70;No;No
Victor Moses;26;177;Niger;Defender;20000000;28;2110;3;3;80;41;293;46;1322;23;27;9;0;227;0;Chelsea;01/01/2017;Premier League;41282;25;782;49;5;29;1;0;0;No;3;37;5;38;21;7;10;62;38;70;No;No
Charly Musonda Jr.;20;173;Belgium;Forward;5000000;3;37;0;0;0;0;18;1;25;3;1;0;0;1;0;Chelsea;01/01/2017;Premier League;41282;0;14;1;1;1;0;0;0;No;0;2;5;38;21;7;10;62;38;70;No;No
Pedro;30;167;Spain;Forward;25000000;31;1523;4;2;31;19;254;15;885;8;18;16;0;116;0;Chelsea;01/01/2017;Premier League;41282;17;543;64;3;31;0;0;0;No;1;56;5;38;21;7;10;62;38;70;No;No
